n,x,y,val,dP,lab,xT,yT
34074,2.552474,-16.71923,0,1360,1,NaN,NaN
34075,2.552474,-16.713825,0,1359,1,NaN,NaN
34076,2.549541,-16.716528,0,1359,1,NaN,NaN
34077,2.549541,-16.716528,0,1359,1,NaN,NaN
34078,2.549541,-16.713825,0,1361,1,NaN,NaN
34079,2.558341,-16.71923,0,1362,1,NaN,NaN
34080,2.567141,-16.724636,0,1362,1,NaN,NaN
34081,2.564207,-16.727338,0,1362,1,NaN,NaN
34082,2.552474,-16.732743,0,1362,1,NaN,NaN
34083,2.537807,-16.748956,0,1361,1,NaN,NaN
34084,2.53194,-16.765167,0,1363,1,NaN,NaN
34085,2.529007,-16.781374,0,1365,1,NaN,NaN
34086,2.53194,-16.786776,0,1366,1,NaN,NaN
34087,2.53194,-16.781374,0,1366,1,NaN,NaN
34088,2.529007,-16.773271,0,1367,1,NaN,NaN
34089,2.526073,-16.770569,0,1369,1,NaN,NaN
34090,2.526073,-16.778673,0,1371,1,NaN,NaN
34091,2.529007,-16.786776,0,1371,1,NaN,NaN
34092,2.53194,-16.792177,0,1371,1,NaN,NaN
34093,2.534874,-16.794878,0,1371,1,NaN,NaN
34094,2.537807,-16.797579,0,1371,1,NaN,NaN
34095,2.543674,-16.800279,0,1372,1,NaN,NaN
34096,2.543674,-16.80568,0,1373,1,NaN,NaN
34097,2.543674,-16.80568,0,1375,1,NaN,NaN
34098,2.543674,-16.797579,0,1376,1,NaN,NaN
34099,2.549541,-16.792177,0,1377,1,NaN,NaN
34100,2.552474,-16.794878,0,1374,1,NaN,NaN
34101,2.549541,-16.794878,0,1371,1,NaN,NaN
34102,2.543674,-16.794878,0,1368,1,NaN,NaN
34103,2.540741,-16.794878,0,1369,1,NaN,NaN
34104,2.546607,-16.794878,0,1369,1,NaN,NaN
34105,2.549541,-16.794878,0,1369,1,NaN,NaN
34106,2.552474,-16.797579,0,1369,1,NaN,NaN
34107,2.552474,-16.794878,0,1369,1,NaN,NaN
34108,2.549541,-16.794878,0,1372,1,NaN,NaN
34109,2.546607,-16.80568,0,1374,1,NaN,NaN
34110,2.543674,-16.819181,0,1373,1,NaN,NaN
34111,2.543674,-16.832679,0,1369,1,NaN,NaN
34112,2.540741,-16.832679,0,1366,1,NaN,NaN
34113,2.53194,-16.838078,0,1367,1,NaN,NaN
34114,2.52314,-16.846176,0,1371,1,NaN,NaN
34115,2.517273,-16.856972,0,1374,1,NaN,NaN
34116,2.517273,-16.854273,0,1376,1,NaN,NaN
34117,2.511406,-16.843477,0,1374,1,NaN,NaN
34118,2.505538,-16.832679,0,1372,1,NaN,NaN
34119,2.499671,-16.832679,0,1371,1,NaN,NaN
34120,2.511406,-16.835379,0,1371,1,NaN,NaN
34121,2.526073,-16.840778,0,1371,1,NaN,NaN
34122,2.540741,-16.846176,0,1371,1,NaN,NaN
34123,2.537807,-16.843477,0,1371,1,NaN,NaN
34124,2.534874,-16.843477,0,1370,1,NaN,NaN
34125,2.517273,-16.843477,0,1370,1,NaN,NaN
34126,2.499671,-16.843477,0,1369,1,NaN,NaN
34127,2.487937,-16.843477,0,1369,1,NaN,NaN
34128,2.493804,-16.843477,0,1368,1,NaN,NaN
34129,2.496738,-16.851574,0,1367,1,NaN,NaN
34130,2.476202,-16.867767,0,1367,1,NaN,NaN
34131,2.455666,-16.881259,0,1367,1,NaN,NaN
34132,2.432195,-16.883957,0,1367,1,NaN,NaN
34133,2.432195,-16.881259,0,1368,1,NaN,NaN
34134,2.432195,-16.87856,0,1369,1,NaN,NaN
34135,2.429261,-16.87856,0,1370,2,NaN,NaN
34136,2.438063,-16.87856,0,1368,2,NaN,NaN
34137,2.476202,-16.867767,0,1366,2,NaN,NaN
34138,2.53194,-16.859671,0,1363,2,NaN,NaN
34139,2.58474,-16.865068,0,1362,2,NaN,NaN
34140,2.622871,-16.881259,0,1364,2,NaN,NaN
34141,2.704991,-16.873164,0,1365,2,NaN,NaN
34142,2.857469,-16.838078,0,1367,2,NaN,NaN
34143,3.106625,-16.80838,0,1366,2,NaN,NaN
34144,3.323441,-16.80568,0,1365,2,NaN,NaN
34145,3.525522,-16.813781,0,1366,2,NaN,NaN
34146,3.730442,-16.813781,0,1367,2,NaN,NaN
34147,3.979144,-16.81108,0,1367,2,NaN,NaN
34148,4.23062,-16.82458,0,1366,2,NaN,NaN
34149,4.435189,-16.843477,0,1361,2,NaN,NaN
34150,4.598763,-16.859671,0,1356,2,NaN,NaN
34151,4.765181,-16.859671,0,1356,2,NaN,NaN
34152,4.919849,-16.865068,0,1359,2,NaN,NaN
34153,5.068612,-16.870465,0,1361,2,NaN,NaN
34154,5.161918,-16.892051,0,1359,2,NaN,NaN
34155,5.211476,-16.910934,0,1357,2,NaN,NaN
34156,5.202731,-16.929813,0,1355,2,NaN,NaN
34157,5.17941,-16.935206,0,1355,2,NaN,NaN
34158,5.150256,-16.93251,0,1355,1,NaN,NaN
34159,5.135679,-16.924419,0,1357,1,NaN,NaN
34160,5.083193,-16.913631,0,1357,1,NaN,NaN
34161,5.030698,-16.910934,0,1356,1,NaN,NaN
34162,4.975278,-16.900144,0,1357,1,NaN,NaN
34163,4.963609,-16.889353,0,1357,1,NaN,NaN
34164,4.954858,-16.875862,0,1358,1,NaN,NaN
34165,4.957775,-16.867767,0,1358,1,NaN,NaN
34166,4.954858,-16.851574,0,1358,1,NaN,NaN
34167,4.940271,-16.835379,0,1358,1,NaN,NaN
34168,4.922766,-16.816481,0,1357,1,NaN,NaN
34169,4.922766,-16.813781,0,1356,1,NaN,NaN
34170,4.940271,-16.82188,0,1355,1,NaN,NaN
34171,4.949023,-16.832679,0,1354,1,NaN,NaN
34172,4.934436,-16.840778,0,1354,1,NaN,NaN
34173,4.919849,-16.843477,0,1353,1,NaN,NaN
34174,4.911096,-16.846176,0,1352,1,NaN,NaN
34175,4.916931,-16.856972,0,1351,1,NaN,NaN
34176,4.922766,-16.873164,0,1350,1,NaN,NaN
34177,4.928601,-16.894749,0,1350,1,NaN,NaN
34178,4.928601,-16.902842,0,1349,1,NaN,NaN
34179,4.928601,-16.905539,0,1350,1,NaN,NaN
34180,4.928601,-16.902842,0,1350,1,NaN,NaN
34181,4.946106,-16.900144,0,1350,1,NaN,NaN
34182,4.966527,-16.902842,0,1350,1,NaN,NaN
34183,4.984029,-16.902842,0,1349,1,NaN,NaN
34184,4.986946,-16.902842,0,1350,1,NaN,NaN
34185,4.989863,-16.902842,0,1351,1,NaN,NaN
34186,4.99278,-16.900144,0,1352,1,NaN,NaN
34187,4.99278,-16.900144,0,1353,1,NaN,NaN
34188,4.99278,-16.897446,0,1354,1,NaN,NaN
34189,4.99278,-16.894749,0,1355,1,NaN,NaN
34190,4.99278,-16.892051,0,1355,1,NaN,NaN
34191,4.995697,-16.889353,0,1356,1,NaN,NaN
34192,4.998614,-16.883957,0,1356,1,NaN,NaN
34193,5.001531,-16.875862,0,1356,1,NaN,NaN
34194,5.001531,-16.870465,0,1354,1,NaN,NaN
34195,4.998614,-16.870465,0,1353,1,NaN,NaN
34196,4.995697,-16.870465,0,1353,1,NaN,NaN
34197,5.001531,-16.870465,0,1355,1,NaN,NaN
34198,5.007364,-16.870465,0,1357,1,NaN,NaN
34199,5.016115,-16.873164,0,1357,1,NaN,NaN
34200,5.016115,-16.873164,0,1357,1,NaN,NaN
34201,5.016115,-16.875862,0,1356,1,NaN,NaN
34202,5.004448,-16.875862,0,1354,1,NaN,NaN
34203,4.995697,-16.873164,0,1354,1,NaN,NaN
34204,4.986946,-16.873164,0,1354,1,NaN,NaN
34205,4.984029,-16.870465,0,1354,1,NaN,NaN
34206,4.981112,-16.865068,0,1353,1,NaN,NaN
34207,4.981112,-16.870465,0,1353,1,NaN,NaN
34208,4.981112,-16.873164,0,1353,1,NaN,NaN
34209,4.986946,-16.881259,0,1354,1,NaN,NaN
34210,4.995697,-16.881259,0,1355,1,NaN,NaN
34211,4.981112,-16.870465,0,1355,1,NaN,NaN
34212,4.960692,-16.856972,0,1356,1,NaN,NaN
34213,4.940271,-16.840778,0,1354,1,NaN,NaN
34214,4.940271,-16.835379,0,1352,1,NaN,NaN
34215,4.940271,-16.843477,0,1351,1,NaN,NaN
34216,4.934436,-16.854273,0,1352,1,NaN,NaN
34217,4.928601,-16.865068,0,1354,1,NaN,NaN
34218,4.919849,-16.86237,0,1357,1,NaN,NaN
34219,4.919849,-16.859671,0,1359,1,NaN,NaN
34220,4.925684,-16.856972,0,1360,1,NaN,NaN
34221,4.937354,-16.856972,0,1358,1,NaN,NaN
34222,4.943188,-16.856972,0,1356,1,NaN,NaN
34223,4.949023,-16.851574,0,1355,1,NaN,NaN
34224,4.943188,-16.848875,0,1356,1,NaN,NaN
34225,4.937354,-16.848875,0,1356,1,NaN,NaN
34226,4.928601,-16.854273,0,1357,1,NaN,NaN
34227,4.919849,-16.859671,0,1357,1,NaN,NaN
34228,4.914013,-16.86237,0,1358,1,NaN,NaN
34229,4.911096,-16.86237,0,1357,1,NaN,NaN
34230,4.911096,-16.86237,0,1356,1,NaN,NaN
34231,4.911096,-16.86237,0,1356,1,NaN,NaN
34232,4.908178,-16.856972,0,1356,1,NaN,NaN
34233,4.902343,-16.848875,0,1356,1,NaN,NaN
34234,4.90526,-16.843477,0,1357,1,NaN,NaN
34235,4.914013,-16.843477,0,1357,1,NaN,NaN
34236,4.925684,-16.843477,0,1357,1,NaN,NaN
34237,4.928601,-16.843477,0,1357,1,NaN,NaN
34238,4.928601,-16.848875,0,1357,1,NaN,NaN
34239,4.928601,-16.854273,0,1356,1,NaN,NaN
34240,4.925684,-16.838078,0,1356,1,NaN,NaN
34241,4.922766,-16.819181,0,1356,1,NaN,NaN
34242,4.919849,-16.80838,0,1356,1,NaN,NaN
34243,4.916931,-16.819181,0,1357,1,NaN,NaN
34244,4.914013,-16.832679,0,1357,1,NaN,NaN
34245,4.922766,-16.840778,0,1357,1,NaN,NaN
34246,4.928601,-16.846176,0,1358,1,NaN,NaN
34247,4.925684,-16.848875,0,1358,1,NaN,NaN
34248,4.914013,-16.843477,0,1359,1,NaN,NaN
34249,4.90526,-16.832679,0,1359,1,NaN,NaN
34250,4.911096,-16.82188,0,1359,1,NaN,NaN
34251,4.916931,-16.81108,0,1360,1,NaN,NaN
34252,4.919849,-16.81108,0,1360,1,NaN,NaN
34253,4.914013,-16.81108,0,1361,1,NaN,NaN
34254,4.911096,-16.813781,0,1361,1,NaN,NaN
34255,4.919849,-16.819181,0,1360,1,NaN,NaN
34256,4.925684,-16.816481,0,1357,1,NaN,NaN
34257,4.928601,-16.813781,0,1355,1,NaN,NaN
34258,4.916931,-16.80838,0,1354,1,NaN,NaN
34259,4.911096,-16.81108,0,1354,1,NaN,NaN
34260,4.925684,-16.813781,0,1354,1,NaN,NaN
34261,4.946106,-16.82458,0,1355,1,NaN,NaN
34262,4.960692,-16.835379,0,1353,1,NaN,NaN
34263,4.957775,-16.843477,0,1352,1,NaN,NaN
34264,4.95194,-16.840778,0,1351,1,NaN,NaN
34265,4.949023,-16.838078,0,1351,1,NaN,NaN
34266,4.949023,-16.840778,0,1351,1,NaN,NaN
34267,4.949023,-16.840778,0,1352,1,NaN,NaN
34268,4.943188,-16.835379,0,1353,1,NaN,NaN
34269,4.931519,-16.82728,0,1353,1,NaN,NaN
34270,4.925684,-16.80838,0,1353,1,NaN,NaN
34271,4.931519,-16.797579,0,1352,1,NaN,NaN
34272,4.943188,-16.794878,0,1353,1,NaN,NaN
34273,4.960692,-16.80298,0,1353,1,NaN,NaN
34274,4.963609,-16.81108,0,1353,1,NaN,NaN
34275,4.969444,-16.80838,0,1353,1,NaN,NaN
34276,4.966527,-16.80568,0,1352,1,NaN,NaN
34277,4.963609,-16.813781,0,1352,1,NaN,NaN
34278,4.963609,-16.82188,0,1351,1,NaN,NaN
34279,4.963609,-16.82998,0,1352,1,NaN,NaN
34280,4.963609,-16.835379,0,1354,1,NaN,NaN
34281,4.969444,-16.846176,0,1356,1,NaN,NaN
34282,4.975278,-16.856972,0,1356,1,NaN,NaN
34283,4.978195,-16.854273,0,1356,1,NaN,NaN
34284,4.978195,-16.848875,0,1356,1,NaN,NaN
34285,4.963609,-16.832679,0,1355,1,NaN,NaN
34286,4.949023,-16.82458,0,1353,1,NaN,NaN
34287,4.934436,-16.813781,0,1353,1,NaN,NaN
34288,4.931519,-16.81108,0,1353,1,NaN,NaN
34289,4.934436,-16.80838,0,1353,1,NaN,NaN
34290,4.943188,-16.80838,0,1353,1,NaN,NaN
34291,4.946106,-16.81108,0,1352,1,NaN,NaN
34292,4.946106,-16.82458,0,1351,1,NaN,NaN
34293,4.943188,-16.840778,0,1352,1,NaN,NaN
34294,4.946106,-16.854273,0,1354,1,NaN,NaN
34295,4.95194,-16.851574,0,1356,1,NaN,NaN
34296,4.957775,-16.856972,0,1354,1,NaN,NaN
34297,4.960692,-16.86237,0,1352,1,NaN,NaN
34298,4.963609,-16.865068,0,1350,1,NaN,NaN
34299,4.960692,-16.859671,0,1349,1,NaN,NaN
34300,4.954858,-16.82998,0,1348,1,NaN,NaN
34301,4.946106,-16.80298,0,1349,1,NaN,NaN
34302,4.940271,-16.773271,0,1348,1,NaN,NaN
34303,4.946106,-16.767868,0,1347,1,NaN,NaN
34304,4.95194,-16.775972,0,1347,1,NaN,NaN
34305,4.954858,-16.786776,0,1349,1,NaN,NaN
34306,4.963609,-16.800279,0,1351,1,NaN,NaN
34307,4.969444,-16.786776,0,1350,1,NaN,NaN
34308,4.969444,-16.773271,0,1350,1,NaN,NaN
34309,4.960692,-16.75436,0,1350,1,NaN,NaN
34310,4.943188,-16.748956,0,1351,1,NaN,NaN
34311,4.928601,-16.748956,0,1351,1,NaN,NaN
34312,4.919849,-16.75436,0,1352,1,NaN,NaN
34313,4.925684,-16.762465,0,1352,1,NaN,NaN
34314,4.931519,-16.770569,0,1353,1,NaN,NaN
34315,4.922766,-16.778673,0,1354,1,NaN,NaN
34316,4.916931,-16.789477,0,1356,1,NaN,NaN
34317,4.908178,-16.797579,0,1354,1,NaN,NaN
34318,4.916931,-16.794878,0,1350,2,NaN,NaN
34319,4.954858,-16.789477,0,1346,2,NaN,NaN
34320,4.998614,-16.784075,0,1341,2,NaN,NaN
34321,5.083193,-16.789477,0,1339,2,NaN,NaN
34322,5.164834,-16.794878,0,1337,2,NaN,NaN
34323,5.293084,-16.797579,0,1337,2,NaN,NaN
34324,5.374671,-16.797579,0,1337,2,NaN,NaN
34325,5.51157,-16.797579,0,1337,2,NaN,NaN
34326,5.692064,-16.800279,0,1337,2,NaN,NaN
34327,5.942238,-16.792177,0,1334,2,NaN,NaN
34328,6.180564,-16.781374,0,1328,2,NaN,NaN
34329,6.395456,-16.75436,0,1322,2,NaN,NaN
34330,6.531847,-16.74085,0,1317,2,NaN,NaN
34331,6.644967,-16.732743,0,1319,2,NaN,NaN
34332,6.685562,-16.743552,0,1322,2,NaN,NaN
34333,6.734846,-16.759763,0,1325,2,NaN,NaN
34334,6.752238,-16.775972,0,1326,2,NaN,NaN
34335,6.772527,-16.778673,0,1326,2,NaN,NaN
34336,6.801508,-16.781374,0,1327,1,NaN,NaN
34337,6.830486,-16.778673,0,1326,1,NaN,NaN
34338,6.847871,-16.781374,0,1326,1,NaN,NaN
34339,6.842077,-16.781374,0,1325,1,NaN,NaN
34340,6.842077,-16.773271,0,1324,1,NaN,NaN
34341,6.844974,-16.765167,0,1323,1,NaN,NaN
34342,6.847871,-16.738148,0,1321,1,NaN,NaN
34343,6.853666,-16.71923,0,1319,1,NaN,NaN
34344,6.87105,-16.700309,0,1317,1,NaN,NaN
34345,6.885535,-16.692199,0,1317,1,NaN,NaN
34346,6.891329,-16.67868,0,1317,1,NaN,NaN
34347,6.879741,-16.662455,0,1317,1,NaN,NaN
34348,6.868152,-16.657046,0,1316,1,NaN,NaN
34349,6.859461,-16.659751,0,1316,1,NaN,NaN
34350,6.847871,-16.659751,0,1316,1,NaN,NaN
34351,6.839179,-16.659751,0,1316,1,NaN,NaN
34352,6.833384,-16.659751,0,1316,1,NaN,NaN
34353,6.830486,-16.657046,0,1315,1,NaN,NaN
34354,6.830486,-16.670568,0,1315,1,NaN,NaN
34355,6.830486,-16.684088,0,1315,1,NaN,NaN
34356,6.824691,-16.705716,0,1315,1,NaN,NaN
34357,6.8131,-16.71923,0,1314,1,NaN,NaN
34358,6.795712,-16.735446,0,1314,1,NaN,NaN
34359,6.792814,-16.732743,0,1314,1,NaN,NaN
34360,6.789916,-16.71923,0,1312,1,NaN,NaN
34361,6.795712,-16.711122,0,1311,1,NaN,NaN
34362,6.804406,-16.721933,0,1312,1,NaN,NaN
34363,6.8131,-16.735446,0,1315,1,NaN,NaN
34364,6.815998,-16.743552,0,1318,1,NaN,NaN
34365,6.8131,-16.743552,0,1318,1,NaN,NaN
34366,6.815998,-16.74085,0,1318,1,NaN,NaN
34367,6.824691,-16.738148,0,1319,1,NaN,NaN
34368,6.830486,-16.735446,0,1320,1,NaN,NaN
34369,6.830486,-16.735446,0,1322,1,NaN,NaN
34370,6.827589,-16.735446,0,1322,1,NaN,NaN
34371,6.824691,-16.735446,0,1322,1,NaN,NaN
34372,6.827589,-16.738148,0,1321,1,NaN,NaN
34373,6.830486,-16.743552,0,1319,1,NaN,NaN
34374,6.833384,-16.746254,0,1317,1,NaN,NaN
34375,6.836282,-16.743552,0,1316,1,NaN,NaN
34376,6.836282,-16.738148,0,1317,1,NaN,NaN
34377,6.836282,-16.732743,0,1318,1,NaN,NaN
34378,6.833384,-16.730041,0,1319,1,NaN,NaN
34379,6.830486,-16.730041,0,1317,1,NaN,NaN
34380,6.824691,-16.713825,0,1315,1,NaN,NaN
34381,6.818896,-16.700309,0,1313,1,NaN,NaN
34382,6.8131,-16.686792,0,1312,1,NaN,NaN
34383,6.807304,-16.703012,0,1313,1,NaN,NaN
34384,6.810202,-16.716528,0,1315,1,NaN,NaN
34385,6.807304,-16.732743,0,1316,1,NaN,NaN
34386,6.804406,-16.732743,0,1316,1,NaN,NaN
34387,6.804406,-16.716528,0,1316,1,NaN,NaN
34388,6.810202,-16.700309,0,1316,1,NaN,NaN
34389,6.824691,-16.700309,0,1316,1,NaN,NaN
34390,6.836282,-16.716528,0,1318,1,NaN,NaN
34391,6.844974,-16.735446,0,1319,1,NaN,NaN
34392,6.839179,-16.738148,0,1322,1,NaN,NaN
34393,6.833384,-16.738148,0,1323,1,NaN,NaN
34394,6.830486,-16.74085,0,1324,1,NaN,NaN
34395,6.830486,-16.746254,0,1324,1,NaN,NaN
34396,6.830486,-16.751658,0,1324,1,NaN,NaN
34397,6.827589,-16.75436,0,1324,1,NaN,NaN
34398,6.818896,-16.735446,0,1321,1,NaN,NaN
34399,6.8131,-16.713825,0,1318,1,NaN,NaN
34400,6.815998,-16.708419,0,1314,1,NaN,NaN
34401,6.824691,-16.724636,0,1313,1,NaN,NaN
34402,6.830486,-16.74085,0,1313,1,NaN,NaN
34403,6.830486,-16.735446,0,1314,1,NaN,NaN
34404,6.830486,-16.727338,0,1314,1,NaN,NaN
34405,6.827589,-16.71923,0,1314,1,NaN,NaN
34406,6.824691,-16.716528,0,1313,1,NaN,NaN
34407,6.830486,-16.71923,0,1312,1,NaN,NaN
34408,6.836282,-16.71923,0,1312,1,NaN,NaN
34409,6.844974,-16.713825,0,1312,1,NaN,NaN
34410,6.844974,-16.716528,0,1313,1,NaN,NaN
34411,6.839179,-16.730041,0,1313,1,NaN,NaN
34412,6.833384,-16.746254,0,1313,1,NaN,NaN
34413,6.818896,-16.75436,0,1313,1,NaN,NaN
34414,6.810202,-16.748956,0,1315,1,NaN,NaN
34415,6.824691,-16.743552,0,1316,1,NaN,NaN
34416,6.850769,-16.735446,0,1318,1,NaN,NaN
34417,6.853666,-16.735446,0,1318,1,NaN,NaN
34418,6.833384,-16.738148,0,1318,1,NaN,NaN
34419,6.8131,-16.74085,0,1319,1,NaN,NaN
34420,6.815998,-16.743552,0,1319,1,NaN,NaN
34421,6.815998,-16.743552,0,1319,1,NaN,NaN
34422,6.818896,-16.74085,0,1320,1,NaN,NaN
34423,6.810202,-16.74085,0,1320,1,NaN,NaN
34424,6.807304,-16.74085,0,1321,1,NaN,NaN
34425,6.810202,-16.74085,0,1321,1,NaN,NaN
34426,6.824691,-16.738148,0,1322,1,NaN,NaN
34427,6.830486,-16.738148,0,1323,1,NaN,NaN
34428,6.830486,-16.738148,0,1323,1,NaN,NaN
34429,6.833384,-16.746254,0,1324,1,NaN,NaN
34430,6.818896,-16.75436,0,1326,1,NaN,NaN
34431,6.79861,-16.75436,0,1327,1,NaN,NaN
34432,6.781222,-16.748956,0,1327,1,NaN,NaN
34433,6.78412,-16.74085,0,1328,1,NaN,NaN
34434,6.792814,-16.735446,0,1328,1,NaN,NaN
34435,6.792814,-16.730041,0,1329,1,NaN,NaN
34436,6.792814,-16.732743,0,1329,1,NaN,NaN
34437,6.804406,-16.751658,0,1328,1,NaN,NaN
34438,6.818896,-16.773271,0,1327,1,NaN,NaN
34439,6.827589,-16.778673,0,1326,1,NaN,NaN
34440,6.818896,-16.767868,0,1326,1,NaN,NaN
34441,6.810202,-16.757062,0,1326,1,NaN,NaN
34442,6.810202,-16.759763,0,1326,1,NaN,NaN
34443,6.807304,-16.759763,0,1326,1,NaN,NaN
34444,6.804406,-16.759763,0,1327,1,NaN,NaN
34445,6.804406,-16.759763,0,1327,1,NaN,NaN
34446,6.801508,-16.743552,0,1327,1,NaN,NaN
34447,6.807304,-16.727338,0,1325,1,NaN,NaN
34448,6.8131,-16.705716,0,1323,1,NaN,NaN
34449,6.821793,-16.700309,0,1322,1,NaN,NaN
34450,6.824691,-16.705716,0,1322,1,NaN,NaN
34451,6.824691,-16.71923,0,1323,1,NaN,NaN
34452,6.824691,-16.732743,0,1325,1,NaN,NaN
34453,6.821793,-16.732743,0,1326,1,NaN,NaN
34454,6.821793,-16.732743,0,1326,1,NaN,NaN
34455,6.818896,-16.730041,0,1327,1,NaN,NaN
34456,6.8131,-16.724636,0,1328,1,NaN,NaN
34457,6.807304,-16.71923,0,1328,1,NaN,NaN
34458,6.804406,-16.716528,0,1328,1,NaN,NaN
34459,6.801508,-16.71923,0,1328,1,NaN,NaN
34460,6.795712,-16.724636,0,1328,1,NaN,NaN
34461,6.795712,-16.730041,0,1328,1,NaN,NaN
34462,6.801508,-16.732743,0,1328,1,NaN,NaN
34463,6.810202,-16.732743,0,1328,1,NaN,NaN
34464,6.827589,-16.735446,0,1325,1,NaN,NaN
34465,6.842077,-16.732743,0,1322,1,NaN,NaN
34466,6.856564,-16.727338,0,1323,1,NaN,NaN
34467,6.856564,-16.724636,0,1327,1,NaN,NaN
34468,6.856564,-16.727338,0,1328,1,NaN,NaN
34469,6.842077,-16.730041,0,1325,1,NaN,NaN
34470,6.827589,-16.732743,0,1323,1,NaN,NaN
34471,6.821793,-16.730041,0,1323,1,NaN,NaN
34472,6.830486,-16.727338,0,1324,1,NaN,NaN
34473,6.839179,-16.727338,0,1324,1,NaN,NaN
34474,6.839179,-16.730041,0,1325,1,NaN,NaN
34475,6.836282,-16.732743,0,1326,1,NaN,NaN
34476,6.836282,-16.738148,0,1326,1,NaN,NaN
34477,6.847871,-16.74085,0,1326,1,NaN,NaN
34478,6.859461,-16.746254,0,1326,1,NaN,NaN
34479,6.87105,-16.746254,0,1326,1,NaN,NaN
34480,6.862358,-16.730041,0,1327,1,NaN,NaN
34481,6.853666,-16.711122,0,1327,1,NaN,NaN
34482,6.859461,-16.686792,0,1328,1,NaN,NaN
34483,6.87105,-16.684088,0,1328,1,NaN,NaN
34484,6.879741,-16.67868,0,1329,1,NaN,NaN
34485,6.87105,-16.675976,0,1328,1,NaN,NaN
34486,6.865255,-16.675976,0,1324,1,NaN,NaN
34487,6.865255,-16.681384,0,1321,1,NaN,NaN
34488,6.859461,-16.681384,0,1319,1,NaN,NaN
34489,6.853666,-16.681384,0,1319,1,NaN,NaN
34490,6.853666,-16.67868,0,1320,1,NaN,NaN
34491,6.859461,-16.67868,0,1321,1,NaN,NaN
34492,6.865255,-16.675976,0,1321,1,NaN,NaN
34493,6.865255,-16.670568,0,1322,1,NaN,NaN
34494,6.865255,-16.673272,0,1321,1,NaN,NaN
34495,6.865255,-16.673272,0,1320,1,NaN,NaN
34496,6.882638,-16.673272,0,1318,1,NaN,NaN
34497,6.897122,-16.670568,0,1319,1,NaN,NaN
34498,6.908709,-16.667864,0,1321,1,NaN,NaN
34499,6.914503,-16.670568,0,1323,1,NaN,NaN
34500,6.917399,-16.673272,0,1322,1,NaN,NaN
34501,6.926089,-16.681384,0,1322,1,NaN,NaN
34502,6.920296,-16.686792,0,1323,1,NaN,NaN
34503,6.914503,-16.675976,0,1323,1,NaN,NaN
34504,6.911606,-16.66516,0,1323,1,NaN,NaN
34505,6.897122,-16.646228,0,1323,1,NaN,NaN
34506,6.882638,-16.640818,0,1322,1,NaN,NaN
34507,6.865255,-16.640818,0,1322,1,NaN,NaN
34508,6.862358,-16.654342,0,1322,1,NaN,NaN
34509,6.865255,-16.66516,0,1321,1,NaN,NaN
34510,6.868152,-16.673272,0,1320,1,NaN,NaN
34511,6.87105,-16.675976,0,1319,1,NaN,NaN
34512,6.87105,-16.67868,0,1320,1,NaN,NaN
34513,6.87105,-16.681384,0,1318,1,NaN,NaN
34514,6.876844,-16.686792,0,1317,1,NaN,NaN
34515,6.885535,-16.689495,0,1316,1,NaN,NaN
34516,6.891329,-16.692199,0,1317,1,NaN,NaN
34517,6.897122,-16.703012,0,1320,1,NaN,NaN
34518,6.897122,-16.713825,0,1321,1,NaN,NaN
34519,6.900019,-16.721933,0,1321,1,NaN,NaN
34520,6.902916,-16.721933,0,1319,1,NaN,NaN
34521,6.902916,-16.721933,0,1317,1,NaN,NaN
34522,6.908709,-16.71923,0,1316,1,NaN,NaN
34523,6.911606,-16.71923,0,1316,1,NaN,NaN
34524,6.914503,-16.71923,0,1315,1,NaN,NaN
34525,6.911606,-16.724636,0,1316,1,NaN,NaN
34526,6.900019,-16.738148,0,1318,1,NaN,NaN
34527,6.894226,-16.75436,0,1320,1,NaN,NaN
34528,6.885535,-16.759763,0,1321,1,NaN,NaN
34529,6.873947,-16.759763,0,1322,1,NaN,NaN
34530,6.868152,-16.75436,0,1322,1,NaN,NaN
34531,6.868152,-16.751658,0,1323,1,NaN,NaN
34532,6.885535,-16.751658,0,1322,1,NaN,NaN
34533,6.894226,-16.751658,0,1321,2,NaN,NaN
34534,6.891329,-16.748956,0,1323,2,NaN,NaN
34535,6.905813,-16.746254,0,1324,2,NaN,NaN
34536,6.923192,-16.743552,0,1328,2,NaN,NaN
34537,6.957948,-16.738148,0,1330,2,NaN,NaN
34538,7.047708,-16.738148,0,1332,2,NaN,NaN
34539,7.180838,-16.730041,0,1331,2,NaN,NaN
34540,7.354367,-16.724636,0,1332,2,NaN,NaN
34541,7.50465,-16.71923,0,1332,2,NaN,NaN
34542,7.672151,-16.721933,0,1331,2,NaN,NaN
34543,7.836635,-16.694902,0,1329,2,NaN,NaN
34544,7.983695,-16.670568,0,1327,2,NaN,NaN
34545,8.116247,-16.621881,0,1326,2,NaN,NaN
34546,8.231438,-16.602941,0,1326,2,NaN,NaN
34547,8.37821,-16.567755,0,1327,2,NaN,NaN
34548,8.487497,-16.554219,0,1327,2,NaN,NaN
34549,8.573733,-16.546096,0,1327,2,NaN,NaN
34550,8.616836,-16.556927,0,1327,2,NaN,NaN
34551,8.654184,-16.565048,0,1327,2,NaN,NaN
34552,8.668547,-16.565048,0,1327,1,NaN,NaN
34553,8.668547,-16.556927,0,1327,1,NaN,NaN
34554,8.662802,-16.548804,0,1327,1,NaN,NaN
34555,8.648439,-16.543389,0,1327,1,NaN,NaN
